Function stats for (Thread) (12): 

Clock type: CPU
Ordered by: totaltime, desc

name                                  ncall  tsub      ttot      tavg      
..ase.py:3142 RangeIndex.get_indexer  487..  0.039766  1.028666  0.000211
..dexes/base.py:5566 RangeIndex.drop  1680   0.024607  1.014401  0.000604
..ops/common.py:50 Series.new_method  1522   0.005748  1.013278  0.000666
../series.py:4939 Series._cmp_method  1522   0.007985  0.993535  0.000653
..ore/generic.py:3491 DataFrame.take  1522   0.011876  0.989084  0.000650
..1 DataFrame._reindex_with_indexers  1851   0.017689  0.983956  0.000532
..py:2153 _items_overlap_with_suffix  898    0.003030  0.965205  0.001075
..core/arraylike.py:27 Series.__eq__  1330   0.002053  0.904138  0.000680
..ing.py:2158 _AtIndexer.__setitem__  5435   0.016263  0.896484  0.000165
..ing.py:2105 _AtIndexer.__setitem__  5435   0.034324  0.861931  0.000159
../indexes/base.py:5836 ensure_index  25254  0.031052  0.840958  0.000033
..managers.py:1454 BlockManager.take  1522   0.094259  0.836777  0.000550
..e_tool/wlist_utils.py:17 std_check  1462   0.008049  0.825686  0.000565
..py:4045 DataFrame._reindex_columns  898    0.003052  0.821863  0.000915
..py:82 BSMVAD_wlist.process_comment  24     0.001984  0.801119  0.033380
..frame.py:3248 DataFrame._set_value  5435   0.023729  0.796785  0.000147
..py:78 EmoAff_wlist.process_comment  24     0.002619  0.789129  0.032880
..anager._rebuild_blknos_and_blklocs  4097   0.548214  0.780983  0.000191
..anagers.py:157 BlockManager.blknos  11978  0.009318  0.776497  0.000065
..t_wlist._get_mpqa_sentiment_subset  108    0.004030  0.759577  0.007033
../blocks.py:1368 FloatBlock.take_nd  6170   0.031363  0.749667  0.000122
..py:84 EmoVAD_wlist.process_comment  24     0.001968  0.748114  0.031171
..s/core/dtypes/base.py:254 is_dtype  127..  0.145508  0.713051  0.000006
../core/series.py:4764 Series.dropna  2700   0.008248  0.707561  0.000262
..lockManager._slice_take_blocks_ax0  898    0.033705  0.700929  0.000781
..missing.py:582 remove_na_arraylike  2700   0.010268  0.688520  0.000255
..eOperation._validate_specification  898    0.004130  0.675820  0.000753
../managers.py:998 BlockManager.iget  10039  0.059678  0.643429  0.000064
..ops/array_ops.py:194 comparison_op  1522   0.015844  0.639441  0.000420
..py:4946 RangeIndex.get_indexer_for  1681   0.005029  0.611144  0.000364
..cat.py:303 _concatenate_join_units  2993   0.014837  0.598076  0.000200
..t.py:78 MPQA_wlist.process_comment  24     0.001464  0.597824  0.024909
..n.py:1470 is_extension_array_dtype  130..  0.212356  0.596197  0.000005
..ernals/managers.py:1311 <listcomp>  2473   0.010167  0.580610  0.000235
..s/core/dtypes/generic.py:30 _check  614..  0.403999  0.567484  0.000001
..core/series.py:209 Series.__init__  144..  0.066390  0.566881  0.000039
..ops.py:40 comp_method_OBJECT_ARRAY  934    0.018603  0.527580  0.000565
..e.py:4025 DataFrame._reindex_index  953    0.003543  0.502656  0.000527
..tils.py:30 unsquished_intersection  29     0.000898  0.475794  0.016407
..e/series.py:810 Series.__getitem__  2743   0.020218  0.464711  0.000169
..ckages/pandas/core/nanops.py:61 _f  3285   0.022360  0.458850  0.000140
..ore/generic.py:5886 DataFrame.copy  1901   0.011432  0.458840  0.000241
..re/indexes/base.py:3601 Index.join  432    0.003157  0.437154  0.001012
..re/frame.py:502 DataFrame.__init__  6534   0.023693  0.424338  0.000065
../managers.py:796 BlockManager.copy  1903   0.006622  0.413379  0.000217
..rs.py:376 SingleBlockManager.apply  2154   0.021422  0.392780  0.000182
..types/common.py:1341 is_bool_dtype  31346  0.081092  0.379326  0.000012
..nternals/blocks.py:2711 make_block  5567   0.018363  0.367814  0.000066
..e/dtypes/cast.py:542 maybe_promote  9343   0.078451  0.348821  0.000037
..ypes/common.py:1610 _is_dtype_type  120..  0.157986  0.345205  0.000003
..ange.py:357 RangeIndex.get_indexer  218    0.327454  0.334873  0.001536
..es/base.py:3478 RangeIndex.reindex  1851   0.010468  0.333967  0.000180
..s/missing.py:202 _isna_ndarraylike  6768   0.039016  0.327952  0.000048
..MultiDataset_wlist._write_mean_std  216    0.000928  0.327000  0.001514
..taFrame._get_label_or_level_values  1796   0.013737  0.320737  0.000179
..common.py:537 is_categorical_dtype  50160  0.065719  0.317967  0.000006
..nals/blocks.py:2662 get_block_type  6184   0.041231  0.312296  0.000051
..ing.py:683 _LocIndexer.__setitem__  212    0.001968  0.310389  0.001464
..ncat.py:476 _is_uniform_join_units  2993   0.011438  0.306387  0.000102
..als/blocks.py:752 ObjectBlock.copy  3863   0.012036  0.304177  0.000079
..e/dtypes/base.py:411 Registry.find  131..  0.193712  0.302863  0.000002
../numpy/core/_asarray.py:14 asarray  848..  0.069704  0.302023  0.000004
...py:3303 DataFrame._box_col_values  10039  0.026615  0.300088  0.000030
../indexes/base.py:4330 Index.append  898    0.005413  0.299950  0.000334
..s.py:2705 Series._construct_result  1522   0.007005  0.298187  0.000196
..ypes/common.py:463 is_period_dtype  41886  0.049277  0.297658  0.000007
..internals/concat.py:313 <listcomp>  2993   0.004472  0.296005  0.000099
..es/common.py:499 is_interval_dtype  41222  0.050653  0.293798  0.000007
..:231 JoinUnit.get_reindexed_values  2993   0.013083  0.291533  0.000097
..indexes/base.py:4358 Index._concat  898    0.003952  0.290510  0.000324
.._iLocIndexer._setitem_with_indexer  212    0.005302  0.288780  0.001362
..das/core/nanops.py:241 _get_values  3295   0.022327  0.281963  0.000086
..generic.py:5464 Series.__setattr__  43049  0.125366  0.281558  0.000007
../internals/concat.py:491 <genexpr>  5986   0.009796  0.277206  0.000046
..s/core/generic.py:11046 Series.sum  1472   0.002045  0.272306  0.000185
..s/core/generic.py:10777 Series.sum  1472   0.002483  0.270262  0.000184
..42 Series._min_count_stat_function  1472   0.004791  0.267779  0.000182
..rnals/concat.py:209 JoinUnit.is_na  2993   0.007514  0.267410  0.000089
..cat.py:348 _get_empty_dtype_and_na  2993   0.020945  0.267290  0.000089
..core/series.py:4119 Series._reduce  1482   0.010777  0.262994  0.000177
..ndexing.py:2238 check_bool_indexer  4240   0.012702  0.260612  0.000061
../core/generic.py:3605 DataFrame.xs  1796   0.004429  0.259713  0.000145
..e/series.py:906 Series._get_values  2709   0.008985  0.258900  0.000096
..numpy/core/_dtype.py:321 _name_get  42346  0.107578  0.256438  0.000006
..ges/numpy/core/_methods.py:53 _any  23027  0.023883  0.250414  0.000011
..blocks.py:127 ObjectBlock.__init__  28378  0.115606  0.249036  0.000009
..ore/dtypes/missing.py:619 isna_all  2278   0.029336  0.243933  0.000107
..ultiDataset_wlist.analyze_comments  1      0.000365  0.242355  0.242355
.. ObjectBlock.make_block_same_class  22811  0.042015  0.238962  0.000010
..core/dtypes/dtypes.py:923 is_dtype  32941  0.046144  0.236594  0.000007
..das/core/dtypes/missing.py:50 isna  12588  0.011067  0.234653  0.000019
..ore/dtypes/dtypes.py:1132 is_dtype  32277  0.047110  0.231614  0.000007
../indexes/base.py:4393 Index.equals  969..  0.045191  0.230876  0.000024
..thms.py:1534 _get_take_nd_function  11019  0.059093  0.230193  0.000021
..s/core/dtypes/missing.py:133 _isna  12588  0.025482  0.223586  0.000018
..b_maker.py:18 make_unsquished_glob  29     0.000192  0.222052  0.007657
.._tool/glob_maker.py:6 make_wordbag  30     0.001015  0.218746  0.007292
..eneric.py:5408 Series.__finalize__  23300  0.114379  0.203447  0.000009
..ataset_wlist._get_minmaxmost_words  348    0.003921  0.200690  0.000577
..re/common.py:198 asarray_tuplesafe  15820  0.053003  0.199168  0.000013
..ommon.py:221 index_labels_to_array  1680   0.106869  0.198647  0.000118
../internals/concat.py:52 <listcomp>  898    0.002544  0.196822  0.000219
..23 EmoAff_wlist._get_affect_subset  152    0.001350  0.194595  0.001280
...py:92 _get_mgr_concatenation_plan  1796   0.033440  0.194278  0.000108
../python3.8/statistics.py:790 stdev  947    0.002575  0.188732  0.000199
..thon3.8/statistics.py:699 variance  947    0.003795  0.185643  0.000196
..pandas/core/nanops.py:377 new_func  1472   0.003725  0.180532  0.000123
..s/pandas/core/nanops.py:516 nansum  1472   0.005363  0.176807  0.000120
../string_cleaner.py:39 make_word_df  145    0.002182  0.176247  0.001215
../core/series.py:2079 Series.idxmax  1255   0.006812  0.172341  0.000137
..ndexers.py:363 check_array_indexer  4240   0.026638  0.170132  0.000040
..4 MPQA_wlist._get_sentiment_subset  84     0.000936  0.169821  0.002022
..ypes/common.py:201 is_object_dtype  31237  0.046495  0.168815  0.000005
..ndexes/base.py:742 RangeIndex.take  3103   0.018284  0.167415  0.000054
..ore/dtypes/missing.py:638 <lambda>  1480   0.001872  0.162143  0.000110
..xes/base.py:5513 RangeIndex.delete  1680   0.005001  0.161947  0.000096
..s/construction.py:62 arrays_to_mgr  189    0.000900  0.157535  0.000834
..ommon.py:388 is_datetime64tz_dtype  21025  0.031400  0.156400  0.000007
..exers.py:225 maybe_convert_indices  1522   0.118463  0.155923  0.000102
..ib/python3.8/statistics.py:677 _ss  947    0.002458  0.152686  0.000161
..:1602 SingleBlockManager.get_slice  2739   0.014924  0.151832  0.000055
..core/nanops.py:197 _maybe_get_mask  3295   0.006976  0.146276  0.000044
../indexes/base.py:5544 Index.insert  233    0.002335  0.145976  0.000627
../construction.py:354 extract_array  23258  0.030908  0.145823  0.000006
..xes/base.py:4279 Index.__getitem__  15208  0.046477  0.144669  0.000010
..ray_function__ internals>:2 delete  1680   0.003705  0.142231  0.000085
..b/python3.8/statistics.py:123 _sum  950    0.024814  0.141228  0.000149
../concat.py:425 _get_upcast_classes  2993   0.012823  0.141045  0.000047
..y:5531 Series._consolidate_inplace  3618   0.004991  0.140571  0.000039
..re/dtypes/common.py:1575 get_dtype  75502  0.078710  0.139929  0.000002
..das/core/series.py:509 Series.name  20355  0.033244  0.136957  0.000007
..y:5519 Series._protect_consolidate  3618   0.009034  0.135580  0.000037
..construction.py:423 sanitize_array  2163   0.018478  0.134963  0.000062
..023 _maybe_cast_data_without_dtype  6786   0.020486  0.134509  0.000020
..y/lib/function_base.py:4236 delete  1680   0.108582  0.133738  0.000080
..re/dtypes/common.py:1551 _is_dtype  13803  0.017671  0.133240  0.000010
..s/numeric.py:171 Int64Index.insert  194    0.000729  0.130721  0.000674
..ypes/common.py:573 is_string_dtype  9721   0.013872  0.129779  0.000013
..s/core/dtypes/missing.py:264 notna  2700   0.007124  0.129496  0.000048
..dexes/base.py:1764 Index.is_unique  7671   0.092126  0.127322  0.000017
..:451 _select_upcast_cls_from_dtype  2993   0.018296  0.127006  0.000042
..ages/pandas/core/generic.py:5535 f  3618   0.006624  0.123825  0.000034
..ypes/common.py:1307 is_float_dtype  28412  0.037694  0.116962  0.000004
..ernals/managers.py:1577 from_array  1636   0.004434  0.116894  0.000071
../missing.py:244 _isna_string_dtype  2560   0.056920  0.115976  0.000045
..andas/core/algorithms.py:1570 take  3103   0.010648  0.114774  0.000037
..andas/core/nanops.py:987 nanargmax  1255   0.003942  0.113976  0.000091
..975 SingleBlockManager.consolidate  3618   0.004547  0.112623  0.000031
..57 EmoLex_wlist.wordlevel_analysis  1      0.000221  0.112544  0.112544
../core/common.py:75 is_bool_indexer  6953   0.015190  0.110655  0.000016
..string_cleaner.py:19 clean_comment  174    0.001768  0.107901  0.000620
..managers.py:206 BlockManager.shape  13828  0.030594  0.106950  0.000008
..re/indexes/base.py:425 _simple_new  23187  0.055317  0.105295  0.000005
..mmon.py:1743 validate_all_hashable  20364  0.022336  0.103768  0.000005
..e.py:307 _name_includes_bit_suffix  42346  0.032200  0.103757  0.000002
..es/base.py:5953 maybe_extract_name  20799  0.032956  0.101698  0.000005
..agers.py:126 BlockManager.__init__  6865   0.022866  0.099163  0.000014
..s/construction.py:145 init_ndarray  173    0.001892  0.098426  0.000569
.. BlockManager._consolidate_inplace  5383   0.005807  0.097972  0.000018
..nals/construction.py:241 init_dict  44     0.000532  0.096928  0.002203
..ore/dtypes/common.py:602 condition  7572   0.006190  0.095489  0.000013
..ase.py:5969 _maybe_cast_with_dtype  7274   0.015886  0.094586  0.000013
..indexes/base.py:3036 Index.get_loc  10876  0.019438  0.093920  0.000009
..se.py:510 Int64Index._shallow_copy  13757  0.027260  0.093891  0.000007
..core/arraylike.py:31 Series.__ne__  192    0.000367  0.091817  0.000478
../core/series.py:2009 Series.idxmin  558    0.003362  0.091665  0.000164
..0 create_block_manager_from_arrays  189    0.001382  0.091499  0.000484
..shape/merge.py:2096 _get_join_keys  898    0.059905  0.089709  0.000100
..es/common.py:605 is_excluded_dtype  2700   0.004603  0.089299  0.000033
..unction__ internals>:2 concatenate  1484   0.003685  0.086489  0.000058
..pes/common.py:703 is_integer_dtype  17441  0.027992  0.083623  0.000005
..nize/__init__.py:114 word_tokenize  174    0.000517  0.083581  0.000480
.. FeatureGenerator._build_wordlists  1      0.000050  0.083369  0.083369
..ore/generic.py:187 Series.__init__  20997  0.058995  0.080729  0.000004
..nals/managers.py:1733 _form_blocks  189    0.005544  0.078783  0.000417
..ore/dtypes/common.py:610 <genexpr>  10800  0.008119  0.076896  0.000007
...py:4215 DataFrame._update_inplace  1489   0.006934  0.076370  0.000051
..nternals/managers.py:208 <genexpr>  41484  0.023793  0.076356  0.000002
..types/inference.py:322 is_hashable  60999  0.049276  0.076285  0.000001
../series.py:1117 Series.reset_index  30     0.000158  0.076182  0.002539
..mon.py:757 is_signed_integer_dtype  16367  0.024241  0.075145  0.000005
..pes/cast.py:698 _ensure_dtype_type  9343   0.016794  0.074531  0.000008
..common.py:429 is_timedelta64_dtype  34243  0.038994  0.073222  0.000002
..nals/managers.py:1906 _consolidate  128    0.001421  0.071988  0.000562
..ore/numerictypes.py:360 issubdtype  15005  0.028473  0.071556  0.000005
..das/core/generic.py:4794 <genexpr>  3768   0.005451  0.071543  0.000019
..core/dtypes/common.py:187 <lambda>  69660  0.049395  0.071439  0.000001
..es/missing.py:367 array_equivalent  6813   0.017127  0.070398  0.000010
..ore/series.py:692 Series.__array__  4240   0.007985  0.068145  0.000016
..s/base.py:2127 Index.inferred_type  6165   0.009577  0.066721  0.000011
..ndas/core/nanops.py:1032 nanargmin  558    0.001883  0.065874  0.000118
..py/core/_ufunc_config.py:32 seterr  11904  0.029117  0.065668  0.000006
..rnals/concat.py:199 JoinUnit.dtype  2993   0.006243  0.065501  0.000022
..4175 Index._coerce_scalar_to_index  233    0.001117  0.064453  0.000277
../indexes/base.py:600 Index.__len__  60091  0.044823  0.064215  0.000001
..._bootstrap>:1017 _handle_fromlist  16973  0.040649  0.063353  0.000004
..dtypes/common.py:1769 pandas_dtype  31631  0.042951  0.062613  0.000002
..dexes/base.py:4472 Index.identical  1884   0.002561  0.062497  0.000033
..als/managers.py:1923 _merge_blocks  254    0.006723  0.061941  0.000244
..pes/inference.py:185 is_array_like  13438  0.015619  0.061852  0.000005
..ls/construction.py:333 _homogenize  189    0.001547  0.059536  0.000315
..ing.py:2148 _AtIndexer.__getitem__  1952   0.006167  0.058886  0.000030
..nals/construction.py:454 _get_axes  173    0.000426  0.058869  0.000340
..ic.py:107 Int64Index._shallow_copy  6350   0.014544  0.058631  0.000009
..ncat.py:190 JoinUnit.needs_filling  2993   0.026112  0.057647  0.000019
..types/common.py:615 is_dtype_equal  16281  0.023948  0.057549  0.000004
..core/dtypes/common.py:195 <lambda>  50660  0.038641  0.056884  0.000001
...py:5287 Index._maybe_cast_indexer  10876  0.017895  0.056555  0.000005
..rame.py:4814 DataFrame.reset_index  30     0.000463  0.056284  0.001876
..blocks.py:269 ObjectBlock.mgr_locs  28408  0.041023  0.055992  0.000002
..okenize/__init__.py:130 <listcomp>  174    0.000703  0.055942  0.000322
..ernals/managers.py:150 from_blocks  5477   0.007686  0.055720  0.000010
..ges/numpy/core/_methods.py:56 _all  3938   0.004932  0.055689  0.000014
...py:106 NLTKWordTokenizer.tokenize  174    0.003403  0.055239  0.000317
..n.py:813 is_unsigned_integer_dtype  13900  0.018742  0.054808  0.000004
..dtypes/concat.py:101 concat_compat  898    0.007464  0.054466  0.000061
..ore/dtypes/common.py:231 is_sparse  9975   0.026541  0.053672  0.000005
...py:5011 RangeIndex._maybe_promote  4878   0.012598  0.053185  0.000011
..as/core/series.py:444 Series.dtype  18922  0.014992  0.052171  0.000003
../core/series.py:556 Series._values  18366  0.015417  0.051883  0.000003
..ore/frame.py:3737 DataFrame.insert  30     0.000143  0.051082  0.001703
..as/core/series.py:591 Series.array  5762   0.008472  0.050911  0.000009
..re/dtypes/common.py:1762 <genexpr>  40728  0.026804  0.050247  0.000001
..nagers.py:1176 BlockManager.insert  30     0.001065  0.049066  0.001636
..core/construction.py:554 _try_cast  2124   0.006139  0.048863  0.000023
..core/indexes/numeric.py:47 __new__  2029   0.013576  0.048201  0.000024
..56 EmoVAD_wlist.wordlevel_analysis  1      0.000052  0.047771  0.047771
..generic.py:215 SeriesGroupBy.apply  30     0.000083  0.047708  0.001590
..groupby.py:860 SeriesGroupBy.apply  30     0.000334  0.047625  0.001588
..56 BSMVAD_wlist.wordlevel_analysis  1      0.000057  0.047456  0.047456
..ternals/managers.py:817 <listcomp>  1903   0.002921  0.047005  0.000025
..exes/base.py:665 RangeIndex.astype  264    0.002388  0.046425  0.000176
..ergeOperation._maybe_add_join_keys  898    0.012932  0.046295  0.000052
...py:49 MultiDataset_wlist.__init__  1      0.000119  0.046275  0.046275
..59 EmoAff_wlist.wordlevel_analysis  1      0.000086  0.046255  0.046255
..t.py:117 EmoLex_wlist._getfreqmean  105    0.000470  0.045766  0.000436
..e.py:2773 Index._wrap_setop_result  1546   0.005992  0.045582  0.000029
..eriesGroupBy._python_apply_general  30     0.000201  0.045462  0.001515
..hon3.8/abc.py:96 __instancecheck__  34813  0.024410  0.045385  0.000001
..:112 EmoLex_wlist.analyze_comments  1      0.000072  0.044876  0.044876
..y:133 EmoLex_wlist._write_mean_std  32     0.000121  0.044795  0.001400
..das/core/series.py:459 Series.name  21947  0.028935  0.044605  0.000002
..se.py:1803 Float64Index.is_boolean  4878   0.007619  0.044577  0.000009
..nternals/managers.py:814 copy_func  3806   0.004278  0.044084  0.000012
..python3.8/fractions.py:382 forward  5713   0.006473  0.043714  0.000008
../indexes/base.py:574 Index._engine  8068   0.018110  0.043600  0.000005
..wlist.py:120 EmoLex_wlist._findmax  105    0.000522  0.043267  0.000412
.._iLocIndexer._setitem_single_block  212    0.003753  0.043014  0.000203
..c_config.py:433 errstate.__enter__  5952   0.007142  0.042007  0.000007
..es/numpy/core/_methods.py:37 _amax  1646   0.002582  0.041451  0.000025
..BSMVAD_wlist._get_minmaxmost_words  69     0.000732  0.040626  0.000589
..EmoVAD_wlist._get_minmaxmost_words  69     0.000740  0.040258  0.000583
..ks.py:239 ObjectBlock.array_values  5762   0.007121  0.040250  0.000007
..ps/common.py:70 get_op_result_name  4614   0.007175  0.040246  0.000009
..ore/indexes/base.py:653 Index.view  3806   0.006626  0.039807  0.000010
..:107 EmoAff_wlist.analyze_comments  1      0.000066  0.039589  0.039589
..:132 EmoAff_wlist._lwrite_mean_std  28     0.000108  0.039513  0.001411
..re/numerictypes.py:286 issubclass_  30010  0.027586  0.038903  0.000001
..nc_config.py:438 errstate.__exit__  5952   0.007692  0.038495  0.000006
..mon.py:912 is_datetime64_any_dtype  32338  0.028547  0.038231  0.000001
..s.py:1615 SingleBlockManager.dtype  18922  0.023083  0.037178  0.000002
..y:132 EmoVAD_wlist._write_mean_std  27     0.000087  0.036494  0.001352
..SingleBlockManager.internal_values  18366  0.022710  0.036466  0.000002
..common.py:1187 needs_i8_conversion  14880  0.015812  0.035827  0.000002
..ib/python3.8/fractions.py:409 _add  5712   0.014593  0.035723  0.000006
..y:130 BSMVAD_wlist._write_mean_std  27     0.000085  0.035515  0.001315
..es/base.py:4230 Index.__contains__  11859  0.024410  0.035335  0.000003
..318 BlockManager._verify_integrity  1388   0.007346  0.034809  0.000025
..ing.py:2093 _AtIndexer.__getitem__  1952   0.005590  0.034403  0.000018
..1540 DataFrame._is_label_reference  2694   0.009332  0.034197  0.000013
..oupby/ops.py:182 BaseGrouper.apply  30     0.000598  0.033718  0.001124
../python3.8/fractions.py:84 __new__  12376  0.022631  0.033218  0.000003
..numpy_.py:156 PandasArray.__init__  5762   0.013433  0.033129  0.000006
...py:563 RangeIndex._reset_identity  23853  0.025303  0.032981  0.000001
..n.py:1071 is_numeric_v_string_like  1522   0.005026  0.032964  0.000022
..Operation._maybe_coerce_merge_keys  898    0.005818  0.032683  0.000036
..s/core/base.py:796 Series.__iter__  4510   0.014571  0.032543  0.000007
..y:1545 SingleBlockManager.__init__  14462  0.022505  0.031682  0.000002
..y:53 MPQA_wlist.wordlevel_analysis  1      0.000041  0.031171  0.031171
../managers.py:210 BlockManager.ndim  26342  0.021341  0.029855  0.000001
../indexes/base.py:2360 Index.unique  1521   0.003652  0.029332  0.000019
...py:567 SingleBlockManager.setitem  212    0.000474  0.028016  0.000132
../core/dtypes/common.py:185 classes  69660  0.027531  0.027531  0.000000
..frame.py:3111 DataFrame._get_value  1952   0.005659  0.027205  0.000014
..generic.py:5446 Series.__getattr__  26539  0.027163  0.027163  0.000001
..enize/__init__.py:96 sent_tokenize  174    0.000806  0.027123  0.000156
../common.py:129 cast_scalar_indexer  23345  0.019383  0.026878  0.000001
..ternals/managers.py:132 <listcomp>  6865   0.011420  0.026811  0.000004
..xes/base.py:1875 Index.is_floating  10876  0.007255  0.025818  0.000002
..ast.py:1379 maybe_cast_to_datetime  920    0.004202  0.025486  0.000028
..y:1273 maybe_infer_to_datetimelike  1078   0.004420  0.025233  0.000023
..eric.py:3408 Series._set_as_cached  10039  0.012034  0.024982  0.000002
..:107 BSMVAD_wlist.analyze_comments  1      0.000043  0.024642  0.024642
..:109 EmoVAD_wlist.analyze_comments  1      0.000037  0.024638  0.024638
..EmoAff_wlist._get_minmaxmost_words  38     0.000452  0.024471  0.000644
..blocks.py:265 ObjectBlock.mgr_locs  57942  0.024311  0.024311  0.000000
..re/common.py:317 apply_if_callable  22773  0.016643  0.023861  0.000001
..1509 DataFrame._is_level_reference  3592   0.010733  0.023530  0.000007
..ypes/concat.py:24 _get_dtype_kinds  898    0.008236  0.023314  0.000026
../blocks.py:916 ObjectBlock.setitem  212    0.002893  0.023256  0.000110
..y:681 BlockManager.is_consolidated  8991   0.006512  0.022817  0.000003
../core/series.py:612 Series.__len__  4261   0.003463  0.022729  0.000005
..as/core/indexing.py:2107 <genexpr>  16305  0.012110  0.022590  0.000001
..es/common.py:1234 is_numeric_dtype  2952   0.005080  0.022556  0.000008
..ore/series.py:410 Series._set_axis  11685  0.017430  0.022306  0.000002
..nals/construction.py:502 to_arrays  145    0.000579  0.022070  0.000152
..y/core/_ufunc_config.py:132 geterr  11904  0.018379  0.021914  0.000002
..array_ops.py:118 _na_arithmetic_op  588    0.002795  0.021754  0.000037
..as/core/flags.py:47 Flags.__init__  20997  0.021734  0.021734  0.000001
..array_function__ internals>:2 prod  898    0.002133  0.021680  0.000024
..5 ObjectBlock._maybe_coerce_values  15512  0.016045  0.021620  0.000001
..hon3.8/statistics.py:177 <genexpr>  6662   0.006056  0.021434  0.000003
..ommon.py:1276 is_string_like_dtype  4082   0.004020  0.021352  0.000005
..pandas/core/nanops.py:64 <genexpr>  11327  0.009550  0.021266  0.000002
..3.8/statistics.py:219 _exact_ratio  13314  0.014908  0.021106  0.000002
..onstruction.py:555 _list_to_arrays  145    0.001998  0.021095  0.000145
..y:2142 _AtIndexer._axes_are_unique  7387   0.010062  0.021090  0.000003
..y:3025 Index._convert_can_do_setop  1546   0.002776  0.020794  0.000013
..ric.py:1835 DataFrame.__contains__  1886   0.003346  0.020512  0.000011
..ore/series.py:1531 Series.to_frame  30     0.000085  0.019702  0.000657
..numpy/core/_dtype.py:24 _kind_name  42346  0.019684  0.019684  0.000000
..ges/numpy/core/numeric.py:144 ones  1680   0.004202  0.019627  0.000012
..s/managers.py:1844 _multi_blockify  147    0.001092  0.019420  0.000132
..y:190 classes_and_not_datetimelike  50660  0.019206  0.019206  0.000000
..as/core/generic.py:1735 <listcomp>  898    0.001242  0.019017  0.000021
..das/core/generic.py:1567 <genexpr>  5388   0.006977  0.018919  0.000004
..indexes/base.py:4070 Index._values  55559  0.018822  0.018874  0.000000
..4 create_block_manager_from_blocks  173    0.000948  0.018816  0.000109
../managers.py:1829 _simple_blockify  185    0.000489  0.018685  0.000101
...py:1588 SingleBlockManager._block  48489  0.018504  0.018504  0.000000
...py:1130 is_datetimelike_v_numeric  332    0.000769  0.018471  0.000056
..1 _LocIndexer._get_setitem_indexer  212    0.001964  0.018456  0.000087
..core/generic.py:568 DataFrame.ndim  8691   0.008049  0.018436  0.000002
..dtypes/cast.py:1257 maybe_castable  2123   0.007828  0.018373  0.000009
..tation/expressions.py:218 evaluate  588    0.001390  0.018179  0.000031
..ray_function__ internals>:2 insert  60     0.000140  0.018042  0.000301
..y:83 Flags.allows_duplicate_labels  21504  0.018041  0.018041  0.000001
..Frame._is_label_or_level_reference  898    0.002153  0.017775  0.000020
..ops/common.py:92 _maybe_match_name  3092   0.007746  0.017768  0.000006
..umpy/core/fromnumeric.py:2881 prod  898    0.002190  0.017644  0.000020
..y/lib/function_base.py:4421 insert  60     0.015345  0.017589  0.000293
..446 DataFrame._maybe_update_cacher  1904   0.004829  0.017490  0.000009
..or.py:14 FeatureGenerator.__init__  1      0.000005  0.017076  0.017076
..re_tool/glob_maker.py:13 make_glob  1      0.000005  0.017071  0.017071
..ction.py:713 _convert_object_array  145    0.000221  0.016890  0.000116
..ocks.py:276 ObjectBlock.make_block  251    0.000547  0.016876  0.000067
..re/generic.py:455 _get_axis_number  36857  0.016724  0.016724  0.000000
..als/construction.py:736 <listcomp>  145    0.000256  0.016669  0.000115
..ernals/construction.py:730 convert  290    0.000742  0.016413  0.000057
..89 BlockManager._consolidate_check  2503   0.008365  0.016305  0.000007
..re/frame.py:1158 DataFrame.__len__  5183   0.005412  0.016135  0.000003
..re/generic.py:469 Series._get_axis  9483   0.012379  0.016106  0.000002
..s.py:151 BaseGrouper._get_splitter  30     0.000101  0.015940  0.000531
../concat.py:501 _is_uniform_reindex  2993   0.004657  0.015792  0.000005
..ist.py:114 MPQA_wlist._getfreqmean  34     0.000165  0.015789  0.000464
..cks.py:161 ObjectBlock._check_ndim  28378  0.015678  0.015678  0.000001
...py:303 SingleBlockManager.__len__  4265   0.005556  0.015674  0.000004
..ol/string_cleaner.py:29 <listcomp>  174    0.015660  0.015660  0.000090
../ops.py:298 BaseGrouper.group_info  30     0.000074  0.015586  0.000520
.. BaseGrouper._get_compressed_codes  30     0.000165  0.015492  0.000516
..e/fromnumeric.py:70 _wrapreduction  898    0.004820  0.015454  0.000017
..ite-packages/nltk/data.py:664 load  174    0.001054  0.015226  0.000088
..oupby/ops.py:257 BaseGrouper.codes  30     0.000068  0.015157  0.000505
..core/groupby/ops.py:259 <listcomp>  30     0.000045  0.015076  0.000503
..upby/grouper.py:588 Grouping.codes  60     0.000058  0.015042  0.000251
..rouper.py:609 Grouping._make_codes  30     0.000151  0.014984  0.000499
..es/base.py:1688 Index.is_monotonic  2319   0.002326  0.014956  0.000006
..a_wlist.py:117 MPQA_wlist._findmax  34     0.000162  0.014956  0.000440
..y:3484 DataFrame._clear_item_cache  3995   0.004455  0.014897  0.000004
..rs.py:218 validate_axis_style_args  1883   0.007894  0.014663  0.000008
..ay_function__ internals>:2 putmask  208    0.000720  0.014603  0.000070
..e.py:4096 Index._get_engine_target  12903  0.010284  0.014458  0.000001
..s/core/generic.py:247 Series.flags  43009  0.014427  0.014427  0.000000
..ray_function__ internals>:2 copyto  2173   0.004183  0.014387  0.000007
..re/indexes/base.py:1232 Index.name  39142  0.014309  0.014309  0.000000
