Function stats for (Thread) (12): 

Clock type: CPU
Ordered by: totaltime, desc

name                                  ncall  tsub      ttot      tavg      
..ray_function__ internals>:2 insert  60     0.000169  0.019295  0.000322
..y:5519 Series._protect_consolidate  590    0.001553  0.019124  0.000032
..ore/series.py:692 Series.__array__  1175   0.002181  0.018923  0.000016
..y/lib/function_base.py:4421 insert  60     0.016477  0.018795  0.000313
..core/arraylike.py:31 Series.__ne__  36     0.000071  0.018710  0.000520
..core/construction.py:554 _try_cast  580    0.001851  0.018106  0.000031
..pes/common.py:703 is_integer_dtype  3720   0.005984  0.017307  0.000005
..ages/pandas/core/generic.py:5535 f  590    0.001060  0.017158  0.000029
../core/series.py:2079 Series.idxmax  125    0.000672  0.017140  0.000137
..b/python3.8/statistics.py:123 _sum  298    0.003139  0.016841  0.000057
..mon.py:757 is_signed_integer_dtype  3652   0.005232  0.016571  0.000005
..types/inference.py:322 is_hashable  13298  0.010434  0.016329  0.000001
..common.py:429 is_timedelta64_dtype  7874   0.008844  0.016277  0.000002
...py:4215 DataFrame._update_inplace  271    0.001377  0.016124  0.000059
..ore/generic.py:187 Series.__init__  3993   0.011415  0.015985  0.000004
..nals/construction.py:454 _get_axes  47     0.000128  0.015950  0.000339
..s.py:151 BaseGrouper._get_splitter  30     0.000111  0.015787  0.000526
../ops.py:298 BaseGrouper.group_info  30     0.000072  0.015437  0.000515
.. BaseGrouper._get_compressed_codes  30     0.000164  0.015345  0.000511
..975 SingleBlockManager.consolidate  590    0.000738  0.015311  0.000026
..core/dtypes/common.py:187 <lambda>  15857  0.010466  0.015244  0.000001
..exes/base.py:665 RangeIndex.astype  92     0.000863  0.015220  0.000165
..indexes/base.py:3036 Index.get_loc  1528   0.002945  0.015103  0.000010
..oupby/ops.py:257 BaseGrouper.codes  30     0.000062  0.015013  0.000500
..pes/inference.py:185 is_array_like  3370   0.004018  0.014961  0.000004
..core/groupby/ops.py:259 <listcomp>  30     0.000046  0.014937  0.000498
..upby/grouper.py:588 Grouping.codes  60     0.000059  0.014902  0.000248
..rouper.py:609 Grouping._make_codes  30     0.000148  0.014843  0.000495
..nternals/managers.py:208 <genexpr>  8100   0.004820  0.014745  0.000002
..ic.py:107 Int64Index._shallow_copy  1573   0.003738  0.014643  0.000009
..dtypes/common.py:1769 pandas_dtype  7595   0.009797  0.014517  0.000002
..s/base.py:2127 Index.inferred_type  1333   0.002069  0.014506  0.000011
..._bootstrap>:1017 _handle_fromlist  3911   0.009191  0.014266  0.000004
..ataset_wlist._get_minmaxmost_words  24     0.000270  0.013936  0.000581
..ore/numerictypes.py:360 issubdtype  2994   0.005317  0.013857  0.000005
..es/missing.py:367 array_equivalent  1223   0.003184  0.013678  0.000011
..pes/cast.py:698 _ensure_dtype_type  1689   0.003142  0.013585  0.000008
..string_cleaner.py:19 clean_comment  48     0.000420  0.013538  0.000282
.. BlockManager._consolidate_inplace  912    0.001059  0.013346  0.000015
..rnals/concat.py:199 JoinUnit.dtype  620    0.001321  0.013336  0.000022
../indexes/base.py:600 Index.__len__  12707  0.009333  0.013222  0.000001
..4175 Index._coerce_scalar_to_index  52     0.000243  0.013016  0.000250
..unction__ internals>:2 concatenate  327    0.000802  0.012996  0.000040
..das/core/generic.py:4794 <genexpr>  658    0.000982  0.012700  0.000019
..as/core/series.py:591 Series.array  1405   0.002115  0.012551  0.000009
..n.py:813 is_unsigned_integer_dtype  3156   0.004247  0.012457  0.000004
..ore/dtypes/common.py:231 is_sparse  2365   0.005940  0.012251  0.000005
..s/core/algorithms.py:536 factorize  30     0.000548  0.012114  0.000404
..core/dtypes/common.py:195 <lambda>  11054  0.008293  0.012109  0.000001
..py/core/_ufunc_config.py:32 seterr  2166   0.005212  0.011779  0.000005
..ncat.py:190 JoinUnit.needs_filling  620    0.005548  0.011708  0.000019
..hon3.8/abc.py:96 __instancecheck__  8730   0.006480  0.011675  0.000001
..82 SeriesSplitter._get_sorted_data  60     0.000182  0.011431  0.000191
..SeriesGroupBy._wrap_applied_output  30     0.000247  0.011354  0.000378
..andas/core/nanops.py:987 nanargmax  125    0.000406  0.011306  0.000090
../pandas/io/parsers.py:528 read_csv  1      0.000012  0.011303  0.011303
..ges/pandas/io/parsers.py:442 _read  1      0.000025  0.011288  0.011288
..nize/__init__.py:114 word_tokenize  48     0.000145  0.011219  0.000234
..dtypes/concat.py:101 concat_compat  184    0.001482  0.011118  0.000060
..dexes/base.py:4472 Index.identical  329    0.000458  0.011116  0.000034
..ges/numpy/core/_methods.py:56 _all  679    0.000879  0.010946  0.000016
..types/common.py:615 is_dtype_equal  3076   0.004599  0.010909  0.000004
..blocks.py:269 ObjectBlock.mgr_locs  5371   0.008002  0.010845  0.000002
..gers.py:1951 _fast_count_smallints  30     0.000385  0.010524  0.000351
../core/series.py:556 Series._values  3804   0.003122  0.010357  0.000003
..ast.py:1379 maybe_cast_to_datetime  416    0.001632  0.010173  0.000024
..das/core/series.py:762 Series.take  60     0.000466  0.010079  0.000168
..ernals/managers.py:150 from_blocks  947    0.001391  0.010066  0.000011
..re/dtypes/common.py:1762 <genexpr>  8636   0.005188  0.009991  0.000001
..ks.py:239 ObjectBlock.array_values  1405   0.001754  0.009909  0.000007
...py:5011 RangeIndex._maybe_promote  920    0.002341  0.009898  0.000011
../core/series.py:2009 Series.idxmin  57     0.000330  0.009861  0.000173
...py:5287 Index._maybe_cast_indexer  1528   0.002533  0.009777  0.000006
..ergeOperation._maybe_add_join_keys  184    0.002736  0.009590  0.000052
..e.py:2773 Index._wrap_setop_result  328    0.001189  0.009577  0.000029
..s/numeric.py:171 Int64Index.insert  13     0.000054  0.009563  0.000736
..y:1273 maybe_infer_to_datetimelike  448    0.001562  0.009502  0.000021
..ternals/managers.py:817 <listcomp>  371    0.000605  0.009473  0.000026
..arsers.py:1050 TextFileReader.read  1      0.000017  0.009421  0.009421
..as/core/series.py:444 Series.dtype  3388   0.002710  0.009391  0.000003
..ops.py:969 SeriesSplitter.__iter__  60     0.000243  0.009269  0.000154
..s/core/base.py:796 Series.__iter__  1202   0.003619  0.009213  0.000008
..nals/managers.py:1906 _consolidate  18     0.000224  0.009197  0.000511
..se.py:1803 Float64Index.is_boolean  920    0.001407  0.009074  0.000010
..core/indexes/numeric.py:47 __new__  377    0.002475  0.008945  0.000024
..mon.py:912 is_datetime64_any_dtype  7244   0.006785  0.008881  0.000001
..nternals/managers.py:814 copy_func  742    0.000883  0.008868  0.000012
../indexes/base.py:574 Index._engine  1669   0.003683  0.008734  0.000005
..es/numpy/core/_methods.py:37 _amax  344    0.000560  0.008674  0.000025
..or.py:14 FeatureGenerator.__init__  1      0.000003  0.008586  0.008586
..re_tool/glob_maker.py:13 make_glob  1      0.000003  0.008583  0.008583
..das/core/series.py:459 Series.name  4609   0.005535  0.008566  0.000002
..numpy_.py:156 PandasArray.__init__  1405   0.003304  0.008156  0.000006
..ps/common.py:70 get_op_result_name  886    0.001406  0.008056  0.000009
..ore/indexes/base.py:653 Index.view  742    0.001297  0.007985  0.000011
..es/base.py:4230 Index.__contains__  2544   0.005461  0.007875  0.000003
..py:109 MPQA_wlist.analyze_comments  1      0.000028  0.007764  0.007764
..318 BlockManager._verify_integrity  312    0.001647  0.007762  0.000025
..als/managers.py:1923 _merge_blocks  36     0.000441  0.007749  0.000215
.._wlist.py:42 EmoLex_wlist.__init__  1      0.000029  0.007738  0.007738
..re/numerictypes.py:286 issubclass_  5988   0.005471  0.007737  0.000001
...py:128 MPQA_wlist._write_mean_std  8      0.000030  0.007728  0.000966
..c_config.py:433 errstate.__enter__  1083   0.001288  0.007666  0.000007
...py:563 RangeIndex._reset_identity  5391   0.005725  0.007614  0.000001
..r.py:18 MetaGenerator.get_features  1      0.000024  0.007528  0.007528
.._wlist.py:43 EmoAff_wlist.__init__  1      0.000023  0.007352  0.007352
..1540 DataFrame._is_label_reference  552    0.001993  0.007301  0.000013
..SingleBlockManager.internal_values  3804   0.004594  0.007234  0.000002
..ndas/core/nanops.py:1032 nanargmin  57     0.000533  0.007166  0.000126
../managers.py:1829 _simple_blockify  59     0.000160  0.007078  0.000120
..Operation._maybe_coerce_merge_keys  184    0.001232  0.006765  0.000037
..re/frame.py:6600 DataFrame.groupby  30     0.000336  0.006763  0.000225
..nc_config.py:438 errstate.__exit__  1083   0.001334  0.006736  0.000006
..s.py:1615 SingleBlockManager.dtype  3388   0.004168  0.006682  0.000002
..y.py:518 DataFrameGroupBy.__init__  60     0.000355  0.006427  0.000107
..core/generic.py:5721 Series.astype  30     0.000236  0.006396  0.000213
.._iLocIndexer._setitem_single_block  31     0.000517  0.006353  0.000205
..okenize/__init__.py:130 <listcomp>  48     0.000122  0.006345  0.000132
.._wlist.py:40 EmoVAD_wlist.__init__  1      0.000020  0.006345  0.006345
.._wlist.py:40 BSMVAD_wlist.__init__  1      0.000016  0.006328  0.006328
...py:106 NLTKWordTokenizer.tokenize  48     0.000884  0.006223  0.000130
../indexes/base.py:2360 Index.unique  324    0.000728  0.006146  0.000019
..common.py:1187 needs_i8_conversion  2215   0.002580  0.006142  0.000003
../core/series.py:612 Series.__len__  1196   0.000883  0.006126  0.000005
../core/dtypes/common.py:185 classes  15857  0.006100  0.006100  0.000000
..ommon.py:1276 is_string_like_dtype  1442   0.001260  0.006066  0.000004
..y:1545 SingleBlockManager.__init__  2773   0.004387  0.006058  0.000002
..groupby/grouper.py:635 get_grouper  30     0.000727  0.006018  0.000201
..x_tricks.py:316 CClass.__getitem__  30     0.000737  0.006011  0.000200
..generic.py:5446 Series.__getattr__  5741   0.005910  0.005910  0.000001
..ing.py:2148 _AtIndexer.__getitem__  193    0.000642  0.005896  0.000031
..rame.py:3147 DataFrame.__setitem__  30     0.000189  0.005572  0.000186
..xes/base.py:1875 Index.is_floating  1528   0.001118  0.005403  0.000004
../frame.py:3228 DataFrame._set_item  30     0.000178  0.005175  0.000173
..ternals/managers.py:132 <listcomp>  1259   0.002195  0.005151  0.000004
..4 create_block_manager_from_blocks  47     0.000275  0.005097  0.000108
../core/algorithms.py:2055 safe_sort  30     0.000334  0.005078  0.000169
..n.py:1071 is_numeric_v_string_like  230    0.000762  0.004976  0.000022
...py:36 MetaGenerator.drop_nan_rows  1      0.000018  0.004877  0.004877
..1509 DataFrame._is_level_reference  736    0.002269  0.004860  0.000007
../construction.py:364 extract_index  43     0.000189  0.004844  0.000113
..ric.py:1835 DataFrame.__contains__  458    0.000795  0.004823  0.000011
..python3.8/fractions.py:382 forward  652    0.000817  0.004799  0.000007
..ypes/concat.py:24 _get_dtype_kinds  184    0.001730  0.004791  0.000026
..ocks.py:276 ObjectBlock.make_block  70     0.000146  0.004743  0.000068
..enize/__init__.py:96 sent_tokenize  48     0.000217  0.004728  0.000098
..as/core/flags.py:47 Flags.__init__  3993   0.004570  0.004570  0.000001
..s.py:628 SingleBlockManager.astype  30     0.000073  0.004554  0.000152
..array_function__ internals>:2 prod  184    0.000473  0.004519  0.000025
..blocks.py:265 ObjectBlock.mgr_locs  11049  0.004500  0.004500  0.000000
../python3.8/fractions.py:84 __new__  1602   0.003225  0.004488  0.000003
../managers.py:210 BlockManager.ndim  4184   0.003221  0.004443  0.000001
..5 ObjectBlock._maybe_coerce_values  3184   0.003269  0.004408  0.000001
..y:3025 Index._convert_can_do_setop  328    0.000602  0.004384  0.000013
...py:567 SingleBlockManager.setitem  31     0.000066  0.004349  0.000140
...py:303 SingleBlockManager.__len__  1200   0.001512  0.004329  0.000004
..re/common.py:317 apply_if_callable  3805   0.002981  0.004249  0.000001
..qa_wlist.py:37 MPQA_wlist.__init__  1      0.000010  0.004218  0.004218
..dtypes/cast.py:1257 maybe_castable  579    0.001813  0.004144  0.000007
..arsers.py:2054 CParserWrapper.read  1      0.000016  0.004086  0.004086
..numpy/core/_dtype.py:24 _kind_name  8863   0.004070  0.004070  0.000000
../common.py:129 cast_scalar_indexer  3490   0.002904  0.004060  0.000001
..das/core/generic.py:1567 <genexpr>  1104   0.001490  0.004043  0.000004
..as/core/generic.py:1735 <listcomp>  184    0.000268  0.004037  0.000022
...py:1588 SingleBlockManager._block  10490  0.004029  0.004029  0.000000
..y:190 classes_and_not_datetimelike  11054  0.004027  0.004027  0.000000
..y/core/_ufunc_config.py:132 geterr  2166   0.003326  0.003948  0.000002
..s/blocks.py:592 ObjectBlock.astype  30     0.000429  0.003927  0.000131
..ore/series.py:410 Series._set_axis  1769   0.002889  0.003915  0.000002
..ib/python3.8/fractions.py:409 _add  651    0.001619  0.003914  0.000006
..1 _LocIndexer._get_setitem_indexer  31     0.000260  0.003894  0.000126
..indexes/base.py:4070 Index._values  11200  0.003827  0.003875  0.000000
..y:681 BlockManager.is_consolidated  1492   0.001134  0.003875  0.000003
..es/common.py:1234 is_numeric_dtype  526    0.000938  0.003840  0.000007
..Frame._is_label_or_level_reference  184    0.000512  0.003768  0.000020
..ops/common.py:92 _maybe_match_name  656    0.001588  0.003716  0.000006
..ges/numpy/core/numeric.py:144 ones  306    0.000738  0.003706  0.000012
../blocks.py:916 ObjectBlock.setitem  31     0.000585  0.003686  0.000119
..eneric.py:3823 DataFrame._set_item  30     0.000092  0.003660  0.000122
..eric.py:3408 Series._set_as_cached  1415   0.001728  0.003654  0.000003
..pandas/core/nanops.py:64 <genexpr>  1974   0.001589  0.003638  0.000002
..umpy/core/fromnumeric.py:2881 prod  184    0.000478  0.003635  0.000020
..y_function__ internals>:2 bincount  30     0.000099  0.003581  0.000119
..array_ops.py:118 _na_arithmetic_op  84     0.000416  0.003540  0.000042
..array_function__ internals>:2 ndim  996    0.001462  0.003534  0.000004
..EmoVAD_wlist._get_minmaxmost_words  6      0.000063  0.003514  0.000586
..y:83 Flags.allows_duplicate_labels  3941   0.003492  0.003492  0.000001
..t.py:117 EmoLex_wlist._getfreqmean  8      0.000037  0.003460  0.000433
..als/managers.py:1860 _stack_arrays  80     0.001323  0.003453  0.000043
..BSMVAD_wlist._get_minmaxmost_words  6      0.000062  0.003448  0.000575
...py:1130 is_datetimelike_v_numeric  62     0.000144  0.003430  0.000055
../algorithms.py:496 factorize_array  30     0.000149  0.003421  0.000114
..re/generic.py:455 _get_axis_number  7452   0.003369  0.003369  0.000000
..merictypes.py:569 find_common_type  350    0.001219  0.003352  0.000010
..ing.py:2093 _AtIndexer.__getitem__  193    0.000559  0.003330  0.000017
..neric.py:3819 DataFrame._iset_item  30     0.000137  0.003290  0.000110
..wlist.py:120 EmoLex_wlist._findmax  8      0.000037  0.003274  0.000409
../concat.py:501 _is_uniform_reindex  620    0.000949  0.003259  0.000005
..re/indexes/base.py:1232 Index.name  8520   0.003230  0.003230  0.000000
..indexes/base.py:5947 default_index  96     0.000299  0.003222  0.000034
..cks.py:161 ObjectBlock._check_ndim  5341   0.003194  0.003194  0.000001
..re/series.py:343 Series._init_dict  10     0.000039  0.003181  0.000318
../groupby/generic.py:444 _get_index  30     0.000103  0.003166  0.000106
..e/fromnumeric.py:70 _wrapreduction  184    0.000990  0.003158  0.000017
..cast.py:109 maybe_convert_platform  77     0.000340  0.003082  0.000040
..ultidataset_wlist.py:50 <dictcomp>  1      0.000007  0.003061  0.003061
..:183 MultiDataset_wlist._write_min  12     0.000086  0.003048  0.000254
..hon3.8/statistics.py:177 <genexpr>  949    0.000926  0.003032  0.000003
..tation/expressions.py:218 evaluate  84     0.000205  0.002999  0.000036
..managers.py:1057 BlockManager.iset  30     0.000881  0.002992  0.000100
..:1521 DataFrameGroupBy.__getitem__  30     0.000086  0.002988  0.000100
..me._check_label_or_level_ambiguity  398    0.001556  0.002986  0.000008
..as/core/series.py:4748 Series.isna  10     0.000016  0.002964  0.000296
..s/core/indexes/range.py:85 __new__  97     0.000629  0.002960  0.000031
..s/core/generic.py:7411 Series.isna  10     0.000022  0.002948  0.000295
..47 _LocIndexer._convert_to_indexer  53     0.000351  0.002936  0.000055
..py:3830 DataFrame._sanitize_column  60     0.000518  0.002911  0.000049
..ray_function__ internals>:2 copyto  421    0.000797  0.002906  0.000007
..y:253 DataFrameGroupBy.__getitem__  30     0.000122  0.002893  0.000096
..core/algorithms.py:73 _ensure_data  64     0.000362  0.002889  0.000045
..e.py:4096 Index._get_engine_target  2576   0.002072  0.002875  0.000001
..ite-packages/nltk/data.py:664 load  48     0.000275  0.002870  0.000060
..es/base.py:1688 Index.is_monotonic  492    0.000509  0.002865  0.000006
..python3.8/fractions.py:394 reverse  298    0.000449  0.002815  0.000009
..nals/construction.py:502 to_arrays  19     0.000078  0.002788  0.000147
..s/core/generic.py:247 Series.flags  7883   0.002785  0.002785  0.000000
..s/managers.py:1844 _multi_blockify  21     0.000157  0.002758  0.000131
..89 BlockManager._consolidate_check  451    0.001300  0.002741  0.000006
..re/generic.py:469 Series._get_axis  1637   0.002111  0.002737  0.000002
.. create_series_with_explicit_dtype  10     0.000041  0.002730  0.000273
..umpy_.py:202 PandasArray.__array__  1175   0.001207  0.002684  0.000002
..ration._maybe_restore_index_levels  184    0.000567  0.002661  0.000014
..rnals/blocks.py:2738 extend_blocks  839    0.001723  0.002636  0.000003
..onstruction.py:555 _list_to_arrays  19     0.000161  0.002623  0.000138
../construction.py:293 _prep_ndarray  47     0.000329  0.002622  0.000056
..838 DataFrame._needs_reindex_multi  326    0.000858  0.002612  0.000008
..frame.py:3111 DataFrame._get_value  193    0.000674  0.002610  0.000014
..ay_function__ internals>:2 putmask  40     0.000131  0.002587  0.000065
..189 MultiDataset_wlist._write_most  12     0.000054  0.002554  0.000213
..re/frame.py:1158 DataFrame.__len__  846    0.000872  0.002543  0.000003
...py:1537 DataFrameGroupBy._gotitem  30     0.000147  0.002541  0.000085
..als/blocks.py:347 FloatBlock.dtype  6064   0.002502  0.002502  0.000000
..pressions.py:62 _evaluate_standard  84     0.000311  0.002402  0.000029
..y:2142 _AtIndexer._axes_are_unique  730    0.001012  0.002393  0.000003
..as/core/reshape/merge.py:2135 _any  368    0.000671  0.002391  0.000006
..xes/range.py:474 RangeIndex.equals  154    0.000296  0.002389  0.000016
..:186 MultiDataset_wlist._write_max  12     0.000059  0.002384  0.000199
..1696 Index.is_monotonic_increasing  492    0.001883  0.002356  0.000005
..446 DataFrame._maybe_update_cacher  324    0.000853  0.002306  0.000007
..y:126 EmoAff_wlist._write_mean_std  2      0.000009  0.002304  0.001152
..rs.py:218 validate_axis_style_args  328    0.001251  0.002304  0.000007
..ge.py:395 RangeIndex._shallow_copy  143    0.000813  0.002277  0.000016
..as/core/indexing.py:2107 <genexpr>  1611   0.001187  0.002220  0.000001
..y:3484 DataFrame._clear_item_cache  773    0.000983  0.002215  0.000003
..ges/numpy/core/_methods.py:45 _sum  357    0.000311  0.002208  0.000006
..423 _construct_axes_from_arguments  329    0.001264  0.002197  0.000007
..ction.py:713 _convert_object_array  19     0.000028  0.002177  0.000115
..data.py:149 normalize_resource_url  48     0.000299  0.002175  0.000045
..re/algorithms.py:282 get_data_algo  30     0.000087  0.002168  0.000072
..es/numpy/core/_dtype.py:34 __str__  368    0.000901  0.002155  0.000006
..als/construction.py:736 <listcomp>  19     0.000047  0.002149  0.000113
..s/blocks.py:319 ObjectBlock._slice  966    0.002135  0.002135  0.000002
../series.py:404 Series._can_hold_na  927    0.000881  0.002104  0.000002
..ernals/construction.py:730 convert  38     0.000099  0.002102  0.000055
..core/indexes/base.py:532 Index.is_  1730   0.001595  0.002083  0.000001
..s/core/nanops.py:57 disallow.check  1435   0.001373  0.002049  0.000001
..core/generic.py:568 DataFrame.ndim  958    0.000931  0.002012  0.000002
../ops.py:959 SeriesSplitter.slabels  30     0.000074  0.001994  0.000066
..ernals/construction.py:301 convert  47     0.000066  0.001994  0.000042
..ore/dtypes/concat.py:139 <genexpr>  552    0.000396  0.001973  0.000004
..oncat.py:536 _combine_concat_plans  804    0.001240  0.001924  0.000002
..as/core/nanops.py:328 _na_ok_dtype  731    0.000953  0.001922  0.000003
../python3.8/typing.py:1822 new_type  5391   0.001889  0.001889  0.000000
..ruct_1d_object_array_from_listlike  265    0.001033  0.001873  0.000007
..g.py:721 clean_reindex_fill_method  1249   0.001296  0.001858  0.000001
..y_function__ internals>:2 moveaxis  60     0.000133  0.001850  0.000031
..unction__ internals>:2 array_equal  84     0.000138  0.001849  0.000022
../internals/concat.py:504 <genexpr>  1240   0.001007  0.001847  0.000001
..e/indexes/range.py:133 _simple_new  162    0.000520  0.001834  0.000011
..by/ops.py:990 SeriesSplitter._chop  30     0.000115  0.001830  0.000061
..y_function__ internals>:2 can_cast  398    0.000766  0.001812  0.000005
..base.py:1281 RangeIndex._get_names  1152   0.001322  0.001784  0.000002
..s/core/generic.py:226 Series.attrs  3941   0.001742  0.001742  0.000000
..3.8/statistics.py:219 _exact_ratio  1054   0.001231  0.001667  0.000002
../core/common.py:191 count_not_none  326    0.000419  0.001623  0.000005
..blocks.py:2510 ObjectBlock.is_bool  304    0.000612  0.001615  0.000005
..rithms.py:274 _get_values_for_rank  30     0.000047  0.001601  0.000053
..68 PunktSentenceTokenizer.tokenize  48     0.000129  0.001587  0.000033
..umpy/core/numeric.py:1371 moveaxis  60     0.000542  0.001587  0.000026
..core/generic.py:463 _get_axis_name  963    0.001087  0.001572  0.000002
..idators.py:208 validate_bool_kwarg  1293   0.001042  0.001544  0.000001
..ng.py:882 _iLocIndexer.__getitem__  4      0.000010  0.001538  0.000385
..nternals/managers.py:320 <genexpr>  1116   0.001024  0.001532  0.000001
..y:51 Flags.allows_duplicate_labels  3942   0.001531  0.001531  0.000000
..py:1479 _iLocIndexer._getitem_axis  4      0.000022  0.001524  0.000381
..y/core/numeric.py:2317 array_equal  84     0.000754  0.001522  0.000018
..as/core/common.py:177 any_not_none  418    0.000711  0.001505  0.000004
../construction.py:612 is_empty_data  304    0.000500  0.001503  0.000005
..ib/python3.8/fractions.py:431 _div  298    0.000619  0.001500  0.000005
..ers.py:775 TextFileReader.__init__  1      0.000015  0.001498  0.001498
..als/blocks.py:351 ObjectBlock.iget  1491   0.001493  0.001493  0.000001
..eneric.py:544 DataFrame._info_axis  863    0.000835  0.001488  0.000002
../generic.py:1429 Series.__invert__  9      0.000045  0.001477  0.000164
..s/managers.py:1863 _asarray_compat  365    0.000447  0.001477  0.000004
..ist.py:114 MPQA_wlist._getfreqmean  3      0.000018  0.001465  0.000488
..tenceTokenizer.sentences_from_text  48     0.000099  0.001458  0.000030
..3.8/csv.py:153 DictWriter.writerow  1      0.000007  0.001434  0.001434
..y:1034 TextFileReader._make_engine  1      0.000007  0.001428  0.001428
../core/frame.py:2934 DataFrame._ixs  4      0.000028  0.001427  0.000357
..rs.py:1848 CParserWrapper.__init__  1      0.000840  0.001420  0.001420
..umerictypes.py:545 _can_coerce_all  700    0.001004  0.001412  0.000002
..a_wlist.py:117 MPQA_wlist._findmax  3      0.000016  0.001389  0.000463
..s/core/frame.py:628 DataFrame.axes  2098   0.001363  0.001363  0.000001
..mpy/core/_asarray.py:86 asanyarray  516    0.000508  0.001360  0.000003
../tokenize/punkt.py:1326 <listcomp>  48     0.000087  0.001359  0.000028
..es/range.py:747 RangeIndex.__len__  1131   0.000957  0.001339  0.000001
/usr/lib/python3.8/re.py:325 _subx    1344   0.001338  0.001338  0.000001
..ray_function__ internals>:2 vstack  21     0.000053  0.001305  0.000062
../base.py:81 DataFrame._reset_cache  271    0.000333  0.001301  0.000005
..thon3.8/statistics.py:251 _convert  297    0.000557  0.001297  0.000004
..ata.py:205 normalize_resource_name  48     0.000372  0.001282  0.000027
..nktSentenceTokenizer.span_tokenize  96     0.000158  0.001272  0.000013
..EmoAff_wlist._get_minmaxmost_words  2      0.000022  0.001269  0.000635
..y/grouper.py:439 Grouping.__init__  30     0.000244  0.001255  0.000042
..ges/numpy/core/numeric.py:268 full  115    0.000503  0.001241  0.000011
..t.py:1780 validate_numeric_casting  537    0.000907  0.001239  0.000002
..:1958 _preprocess_slice_or_indexer  184    0.000666  0.001236  0.000007
..py:233 ObjectBlock.internal_values  3804   0.001235  0.001235  0.000000
..30 SingleBlockManager._can_hold_na  927    0.000785  0.001223  0.000001
/usr/lib/python3.8/re.py:203 sub      196    0.000284  0.001196  0.000006
...py:740 _LocIndexer._convert_tuple  22     0.000119  0.001175  0.000053
..ops.py:964 SeriesSplitter.sort_idx  30     0.000061  0.001169  0.000039
..as/core/generic.py:1746 <listcomp>  184    0.000209  0.001168  0.000006
..py:3020 Index._assert_can_do_setop  328    0.000333  0.001155  0.000004
..as/core/generic.py:1748 <listcomp>  184    0.000197  0.001154  0.000006
..hon3.8/statistics.py:686 <genexpr>  1038   0.001154  0.001154  0.000001
..ternals/managers.py:690 <listcomp>  451    0.000788  0.001149  0.000003
..ion__ internals>:2 min_scalar_type  193    0.000399  0.001144  0.000006
../numpy_.py:41 PandasDtype.__init__  1405   0.001122  0.001122  0.000001
..umpy/core/shape_base.py:223 vstack  21     0.000084  0.001118  0.000053
..tenceTokenizer._realign_boundaries  96     0.000165  0.001113  0.000012
..ting.py:566 get_group_index_sorter  30     0.000330  0.001108  0.000037
..nanops.py:1296 _maybe_arg_null_out  182    0.000171  0.001101  0.000006
..pe/merge.py:2139 _validate_operand  368    0.000294  0.001078  0.000003
..ndexes/base.py:5920 ensure_has_len  326    0.000309  0.001074  0.000003
..ric.py:475 _get_block_manager_axis  556    0.000779  0.001074  0.000002
..ist.py:143 EmoVAD_wlist._write_min  3      0.000019  0.001062  0.000354
..nternals/managers.py:1911 <lambda>  114    0.000109  0.001040  0.000009
..kages/tqdm/std.py:1182 tqdm.update  1      0.000017  0.001035  0.001035
..numpy/core/_asarray.py:221 require  101    0.000450  0.001034  0.000010
..ages/tqdm/std.py:1304 tqdm.refresh  1      0.000010  0.001008  0.001008
..ages/tqdm/std.py:1436 tqdm.display  1      0.000008  0.000981  0.000981
..ch.py:11 should_extension_dispatch  230    0.000273  0.000971  0.000004
..ore/reshape/merge.py:1001 <lambda>  184    0.000235  0.000964  0.000005
..dexes/base.py:1239 RangeIndex.name  162    0.000250  0.000955  0.000006
..ig.py:402 option_context.__enter__  30     0.000083  0.000950  0.000032
..k/tokenize/punkt.py:306 _pair_iter  96     0.000132  0.000948  0.000010
..032 is_datetime_or_timedelta_dtype  124    0.000179  0.000945  0.000008
..function__ internals>:2 atleast_2d  81     0.000162  0.000944  0.000012
..y:202 ObjectBlock._consolidate_key  114    0.000261  0.000931  0.000008
..ay_function__ internals>:2 argsort  21     0.000047  0.000924  0.000044
../_config/config.py:112 _set_option  60     0.000365  0.000912  0.000015
..re/indexes/base.py:623 Index.dtype  1843   0.000907  0.000907  0.000000
..s/core/generic.py:10853 Series.any  10     0.000016  0.000899  0.000090
..lgorithms.py:188 _reconstruct_data  34     0.000154  0.000888  0.000026
..s/core/generic.py:10588 Series.any  10     0.000021  0.000883  0.000088
..ol/string_cleaner.py:29 <listcomp>  48     0.000869  0.000869  0.000018
..eric.py:10560 Series._logical_func  10     0.000043  0.000862  0.000086
..nagers.py:173 BlockManager.blklocs  1863   0.000856  0.000856  0.000000
../common.py:355 is_datetime64_dtype  414    0.000513  0.000853  0.000002
../blocks.py:308 ObjectBlock.__len__  620    0.000614  0.000841  0.000001
..py/core/fromnumeric.py:999 argsort  21     0.000048  0.000838  0.000040
..ore/frame.py:4315 DataFrame.rename  1      0.000006  0.000837  0.000837
..py:2204 convert_to_index_sliceable  260    0.000581  0.000831  0.000003
..re/generic.py:890 DataFrame.rename  1      0.000016  0.000830  0.000830
..nals/blocks.py:372 BoolBlock.apply  9      0.000049  0.000826  0.000092
..meric.py:1308 normalize_axis_tuple  120    0.000469  0.000797  0.000007
..lib/python3.8/csv.py:151 <genexpr>  881    0.000535  0.000794  0.000001
..y/core/fromnumeric.py:52 _wrapfunc  21     0.000055  0.000791  0.000038
